"division","tPeriod","sapPlant","family","baseModel","model","name","hours","package","dealer","retailDealer","country","customer","sapStatus","intSupplier","failedPart","supplier","dCode","failedAt","sCategory","sCategoryDetail","buildmonth","buildDate","soldDate","failDate","claimDate","dealerCreditDate","supplierClaimDate","claimNumber","wClaimNumber","engineManufacturer","engineSerialNumber","description","failedPartQuantity","labHrsClaimed","labHrsPaid","partsCosts","labour","travel","otherCosts","uplift","creditVAT","cost","importedDate","importDate","importWeek","postCutIn","nameCount","fourC","status","vetted"
"LDL","DOA","8310 -Loadall Division","TLH -Telescopic Handlers","540/550-140","540V140","3156104","4","S020 -Standard 24 Months","0004004729 -T C HARRISON JCB ALFRETON","0004004729 -T C HARRISON JCB ALFRETON","United Kingdom","VP PLC (2022 QUOTES)","0239 -Error in rule engine OC","NON","401/V1191 -ALLIANCE 400/80-24 STL","ALLIANCE TIRE EUROPE BV (USD)","D -DIMENSION/MANUFACTURE","F -TRANSMISSION","7 -WHEELS","30 -TYRE FRONT","OCT 2022","14/10/2022","31/10/2022","26/10/2022","10/12/2022","2022-12-11T00:00:00.000Z","#","201364242","#","JCB","FN320/41537U3250222","Complaint : Customer ordered machine with steel belted tyres, received machine with 4 X standard tyres, incorrect supply to build Cause : Customer ordered machine with steel belted tyres, received machine with standard tyres, incorrect supply to build Cure : Aone to attend to change the 4 X tyres to steel belted.",0,0,0,0,0,0,0,0,2856,0,"2022-12-12T14:05:40.278Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","DOA","8310 -Loadall Division","TLH -Telescopic Handlers","540/550-140","540V140","3156217","5","S001 -Standard 12 months","0004012104 -MASESUR S.L.","0004012104 -MASESUR S.L.","Spain","LOBCOR, S.L.","0239 -Error in rule engine OC","NON","333/G9820 -FUEL COOLER","RAAL","C -CHAFING/FRETTING/SCUFFING","E -HYDRAULICS","9 -MISC","30 -HYD. COOLER","OCT 2022","21/10/2022","16/11/2022","07/11/2022","30/11/2022","2022-12-10T00:00:00.000Z","#","201359601","#","JCB","FN320/41537U3298922","- When carrying out the PDI, the diesel radiator was found to have imperfections. - Possible impact in the factory or manufacturing defect. - Disconnected the diesel pipes, unscrewed radiator and fitted a new one. Connected diesel pipes and started machine to see whether it was leaking.",1,0.75,0.75,13.58,0,0,0,12.22,126.6,0,"2022-12-12T14:05:40.278Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","DOA","8310 -Loadall Division","TLH -Telescopic Handlers","540/550-140","540V140","3156429","4","S020 -Standard 24 Months","0004004729 -T C HARRISON JCB ALFRETON","0004004729 -T C HARRISON JCB ALFRETON","United Kingdom","VP PLC (2022 QUOTES)","0239 -Error in rule engine OC","NON","401/V1191 -ALLIANCE 400/80-24 STL","ALLIANCE TIRE EUROPE BV (USD)","D -DIMENSION/MANUFACTURE","F -TRANSMISSION","7 -WHEELS","30 -TYRE FRONT","OCT 2022","21/10/2022","31/10/2022","26/10/2022","10/12/2022","2022-12-11T00:00:00.000Z","#","201364270","#","JCB","FN320/41537U3332022","Complaint : Customer ordered machine with steel belted tyres, received machine with 4 X standard tyres, incorrect supply to build Cause : Customer ordered machine with steel belted tyres, received machine with standard tyres, incorrect supply to build Cure : Aone to attend to change the 4 X tyres to steel belted.",0,0,0,0,0,0,0,0,2856,0,"2022-12-12T14:05:40.278Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","DOA","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560-80IND","3153372","7","Not assigned","0004004985 -C F C HOLDINGS PTY LTD - MELBOURNE","0004005179 -C F C HOLDINGS PTY LTD","Australia","AUSTRALIAN RAIL TRACK CORPORATION L","0010 -New Claim","NON","400/C7476 -(P) ABI - AIRCON UNIT","Not assigned","L -LEAKING","C -ELECTRICS","5 -MOTORS/FANS/HEATERS","42 -AIR CON EVAPORATOR","JUL 2022","21/07/2022","28/10/2022","24/10/2022","12/12/2022","#","#","201364245","#","JCB","SM320/41973U2239222","Air Con system not working Found leak in evaporator near weld points, MFPN 400/C7476 Checked AC, found there to be no gas, pressure tested, loosing pressure but couldn<(>&<)>#39;t find leak. Coming back with leak detector Used leak detector, found leak in evaporator near weld points, CEA to source new box. Came back put old box back together and put new box in. Pressure tested, vacuumed and re gassed.",1,0,0,0,0,0,0,0,0,0,"2022-12-12T14:05:40.279Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","DOA","8310 -Loadall Division","TLH -Telescopic Handlers","550-80/560-80","560X80 AGX","3155980","7","Not assigned","0004024887 -HAYNES BROTHERS LIMITED","0004005144 -HAYNES BROTHERS LTD","United Kingdom","#","0013 -No Next level vendor found","NON","1315/0205D -SET-SCREW M_6 L-_20mm","Not assigned","M -MISALIGNED/ASSY/LOOSE","E -HYDRAULICS","1 -CONTROL VALVES","00 -MISC.","OCT 2022","28/10/2022","Invalid date","14/11/2022","09/12/2022","#","#","201363821","#","JCB","DP320/41685U3234222","GUARD LOOSE COVERING MAIN SPOOLS. CAPTIVE RIVNUT AND BOLT MISSING AS NOTED ON PDI 225748. REMOVED GUARD AND FITTED RIVNUT, REFIT GUARD WITH NEW BOLT. CARRIED OUT BY LEE MURPHY.",0,0.5,0,0,0,0,0,0,0,0,"2022-12-12T14:05:40.279Z","12/12/2022","50","Yes",0,"No","Open","No"
"LDL","DOA","8310 -Loadall Division","TLH -Telescopic Handlers","P90","507.42   F","3181908","1","S003 -Standard 24 months 2000hrs","0004004885 -GREENSHIELDS JCB LTD - TOTTON","0004001420 -UNITED RENTALS, INC.","USA","#","0300 -Claim posted FI/CO (OC)","NON","400/X9176 -M/CING CAST TOOLCARRIER-YELLOW","PYM & WILDSMITH (METAL FIN)","P -PAINTWORK","A -ATTACHMENTS","3 -HITCHES 3 POINT","70 -LOADALL TOOL CARRIER","NOV 2022","15/11/2022","Invalid date","23/11/2022","06/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201363708","301324729","JCB","SL320/42325U3702522","Paint defects on tool carrier. This is a brand new machine at southampton docks. Cause damage to paint Cure Attended and inspected, repaired damage to paint work.",0,2,2,0,91,160,8.13,0,301.2,259.13,"2022-12-12T14:05:40.280Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","T000","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","1T","1T-2S5","3087062","4","S003 -Standard 24 months 2000hrs","0004004729 -T C HARRISON JCB ALFRETON","0004004729 -T C HARRISON JCB ALFRETON","United Kingdom","COLSON GRAB & PLANT HIRE","0239 -Error in rule engine OC","NON","729/11075 -BATTERY WET 075S","PLATINUM INTERNATIONAL LTD","U -UNCONNECTED/OPEN CIRCUIT","C -ELECTRICS","3 -CHARGE","90 -BATTERY","FEB 2022","08/02/2022","01/04/2022","22/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201363968","#","#","IJ84095U104628H","Complaint. No start Cause. Flat battery. . Tts. Locate machine. Jump start machine, check charge rate. 13.8 volts.. Shut machine down. Disconnect battery. Test. Order new battery. Cure: replaced battery and tested for charge. As shown on photos battery charging correctly.",1,1.5,1.5,31.85,0,0,0,6.63,265.39,0,"2022-12-12T14:05:40.283Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","T000","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","1T","1T-2S5","3191394","2","S003 -Standard 24 months 2000hrs","0004004737 -WATLING JCB LTD - LEICESTER","0004004737 -WATLING JCB LTD - LEICESTER","United Kingdom","TRAVIS PERKINS (HEAD OFFICE)","0300 -Claim posted FI/CO (OC)","NON","401/C5017 -FUEL HOSE-SENDER TO PRE-F","OAKBRAY LTD  (GBP)","I -INOPERATIVE","L -ENGINE ANCILLIARIES","3 -FUEL SYSTEM","01 -FUEL LINES/HOSES","OCT 2022","25/10/2022","17/11/2022","21/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201363996","301324706","#","IJ84095U110299H","Machine wont start Fuel feed hose Travel to my bybox and collect the part. Travel to site signing in on arrival. Locate the machine which was located in the holding area. Customer complaints: Machine wont start. Diagnoses: Already carried out my myself prior today visit . Rectification: The replacement of the fuel feed hose from sender unit to filter. 1. Fit new fuel hose part number 401/c5017 . 2. Bleed fuel system . 3. Test machine. Machine now starts as it should . Tool down and clean up. Advise customer and depot that the repair has now been completed. Travel back to base signing out on t",1,1,1,4.6,45.5,80,8.13,1.54,164.82,139.77,"2022-12-12T14:05:40.283Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","T000","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","1T","1T-2S5","3191417","10","S003 -Standard 24 months 2000hrs","0004004737 -WATLING JCB LTD - LEICESTER","0004004737 -WATLING JCB LTD - LEICESTER","United Kingdom","TRAVIS PERKINS (HEAD OFFICE)","0300 -Claim posted FI/CO (OC)","NON","400/E5958 -WA-FUSES & RELAYS MOUNT 1T","TAIKISHA ENG INDIA PRIVATE LTD","X -BLOCKED/CONTAMINATED","C -ELECTRICS","9 -WIRING","26 -PRIMARY FUSE BOX","OCT 2022","27/10/2022","17/11/2022","06/12/2022","09/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201363711","301324747","#","IJ84095U108232H","****HOURS ESTIMATED AT 10 MACHINE ONLY DELIVERED DIRECT FROM THE FACTORY (TRAVIS PERKINS MACHINE ) 2 WEEKS AGO*** Machine in bad way Blown fuse and water ingress in fuse box I attended site and made the machine safe to work on.i put on all the correct ppe and started work. I attempted to start machine but found the dash dead, I then removed fuse box cover and inspected fuses, i found the fuses frozen in fuse box from water ingress, i removed and cleaned each fuse and found the park brake fuse blown, I replaced the fuse. I then attempted start and found machine starting, I ran machine to temp",0,1.25,1.25,0.08,56.88,80,8.13,0.03,164.54,145.12,"2022-12-12T14:05:40.283Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","DOA","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","3T","3STH-2S5","3191592","1","S003 -Standard 24 months 2000hrs","0004005037 -BODE BAUTECHNIK BAUMASCHINEN GMBH","0004005037 -BODE BAUTECHNIK BAUMASCHINEN GMBH","Germany","#","0239 -Error in rule engine OC","NON","129/W8382 -GA ENGINE COVER","Not assigned","P -PAINTWORK","B -BODYWORK","1 -CHASSIS/FRONT","10 -FABRICATION","NOV 2022","19/11/2022","Invalid date","30/11/2022","05/12/2022","2022-12-10T00:00:00.000Z","#","201361103","#","#","IS84469U548147H","- Paint damage, paint flaking, surface rust from factory on delivery, noted on CMR paper Paint damage from factory on delivery, noted on CMR paper, poor workmanship -Machine cleaned with high-pressure cleaner after delivery to our branch -Note on CMR paper about paint damage -Damaged areas on the chassis, axles, trough, body ground, filled, sanded, masked and repainted -Machine polished, paint touched up -Machine prepared for sale",0,0,0,0,0,0,0,0,243.15,0,"2022-12-12T14:05:40.284Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","DOA","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","3T","3STH-2S5","3191592","1","S003 -Standard 24 months 2000hrs","0004005037 -BODE BAUTECHNIK BAUMASCHINEN GMBH","0004005037 -BODE BAUTECHNIK BAUMASCHINEN GMBH","Germany","#","0239 -Error in rule engine OC","NON","401/M9046 -HOSE-12 BSP LP 1240mm C","PARKER HANNIFIN LTD (GBP)","L -LEAKING","E -HYDRAULICS","2 -EXC VALVE BLOCK","00 -MISC.","NOV 2022","19/11/2022","Invalid date","30/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201359782","#","#","IS84469U548147H","Oil leak at chassis, hydraulic hoses loose, -Defect at delivery, noted on CMR paper -Loose screw fittings, inadequate final inspection -Incoming inspection upon delivery -Oil on hoses, fittings, valves -Check all screw connections, hoses -Tightened loose screw fittings -Checked the oil level, topped up to normal level -Function test, leak test OK.",0,1.5,1.5,9.11,0,0,0,2.83,107.55,0,"2022-12-12T14:05:40.284Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","DOA","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","6T/9T","6FT-2S5","3191368","3","S003 -Standard 24 months 2000hrs","0004004746 -GUNN JCB LTD","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","#","0239 -Error in rule engine OC","NON","401/S6657 -ABI HEATER HOSE RETURN","OAKBRAY LTD  (GBP)","M -MISALIGNED/ASSY/LOOSE","L -ENGINE ANCILLIARIES","4 -COOLING SYSTEM","00 -MISC","OCT 2022","21/10/2022","Invalid date","22/11/2022","10/12/2022","2022-12-11T00:00:00.000Z","#","201364216","#","JCB","FN320/41764U3279722","Complaint Heaters blowing cold all the time Cause Hose kinked Cure During PDI we have had an issue with the heaters not blowing hot we have found that the blue heater hose was kinked under the chassis were it goes through the articulating part of the chassis restricting the flow Remove affected heater hose and re-route so the kink was no longer there tested all ok Tech web call 2267817 Engine U3279722",0,1.5,1.5,0,0,0,0,0,81.9,0,"2022-12-12T14:05:40.284Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","DOA","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","6T/9T","6FT-2S5","3191531","2","Not assigned","0004004729 -T C HARRISON JCB ALFRETON","0004004729 -T C HARRISON JCB ALFRETON","United Kingdom","#","0013 -No Next level vendor found","NON","400/M4393 -KALORI VENT 50 DIA (P572)","Not assigned","Q -MISSING","C -ELECTRICS","5 -MOTORS/FANS/HEATERS","20 -HEATER","NOV 2022","11/11/2022","Invalid date","28/11/2022","10/12/2022","#","#","201364218","#","JCB","FN320/41764U3591422","Complaint - heater vent trim missing Cause - heater vent trim missing found on PDI Cure - replaced heater vent trim (400/M4393). Main Fail PartNo: 400/M4393",1,0.75,0,0,0,0,0,0,0,0,"2022-12-12T14:05:40.284Z","12/12/2022","50","Yes",0,"No","Open","No"
"SD","DOA","3710 -Backhoe Loader Division","WSD -Wheeled Site Dumper","6T/9T","6FT-3S5","3191502","3","S003 -Standard 24 months 2000hrs","0004004728 -HOLT JCB LTD BRISTOL","0004004728 -HOLT JCB LTD BRISTOL","United Kingdom","CONLON PLANT LIMITED","0300 -Claim posted FI/CO (OC)","NON","400/P5190 -MULTIVIEW BOX - ORLACO","ORLACO PRODUCTS BV (EURO)","I -INOPERATIVE","C -ELECTRICS","4 -INSTRUMENTS","48 -CAMERA","NOV 2022","11/11/2022","30/11/2022","17/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201362635","301324355","JCB","FN320/41764U3579422","Cameras found to be not working at pdi. Removed panels and found it wasn<(>&<)>#39;t plugged into the Junction Box correctly Plugged in,  Been tested and all working as should",0,1,1,0,45.5,0,8.13,0,54.6,53.63,"2022-12-12T14:05:40.284Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T000","2510 -JCB USA Manufacturing Inc.","TLH -Telescopic Handlers","505-20","505-20 TC","3121439","12","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004025180 -PRECISION RENTALS LLC","USA","PRECISION RENTALS LLC","0300 -Claim posted FI/CO (OC)","NON","400/X4858 -FACET FUEL PUMP PWPK","MOTOR COMPONENTS, LLC","I -INOPERATIVE","L -ENGINE ANCILLIARIES","3 -FUEL SYSTEM","00 -FUEL SYSTEM MISCELLANEOUS","JUL 2022","26/07/2022","31/08/2022","01/12/2022","08/12/2022","2022-12-08T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363479","301324464","#","000000005210400840","CUSTOMER STATES UNIT CRANKS BUT WILL NOT START TECH TROUBLE SHOT FUEL PRIME AND DELIVERY SYSTEM AND FOUND THAT FUEL FACET WAS NOT TURNING ON. TECH TESTED RELAYS AND FUSES FOR THE FUEL SYSTEM AND RELAYS AND FUSES TESTED GOOD. FUEL FACET HAS POWER AND GROUND BUT NOT TURNING ON. FUEL FACET HAS HIGH RESISTANCE AND NEEDS TO BE TECH REPLACED FUEL FACET AND PRIMED SYSTEM AND STARTED EQUIPMENT. ALL WORKS GOOD.",1,5,3,32.56,230.43,36.23,8.13,26.56,456.41,333.68,"2022-12-12T14:05:40.284Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T000","2510 -JCB USA Manufacturing Inc.","TLH -Telescopic Handlers","505-20","505-20 TC","3121574","13","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004022183 -EQUIPMENT SHARE","USA","EQUIPMENT SHARE","0239 -Error in rule engine OC","NON","334/D0566 -3BI EXTEND HBCV","BOSCH REXROTH OIL CONTROL SPA","G -GOUGED/SCORED/CUT","E -HYDRAULICS","7 -PIPES - HYDRAULIC","23 -BOOM","SEP 2022","01/09/2022","21/10/2022","05/12/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201364122","#","#","000000005217301900","THE MACHINE IS LEAKING HYDRAULIC FROM THE REAR OF THE BOOM THE VALVE EXTEND HCBV WAS LEAKING FROM THE FITTING GOING TO THE BOOM HOSES AFTER FURTHER INSPECTION THE PORT ON THE VALVE HAD A BUR AND THE PORT WAS GAUGED OUT REMOVED EXTENSION RAM PIN REMOVED HOSES GOING TO THE VALVE EXTEND HCBV PUSHED THE EXTENSION RAM OUT OF THE OUTER BOOM REMOVED THE VALVE EXTEND HCBV FROM THE EXTENSION CYLINDER REPLACED THE VALVE EXTEND HCBV AND TRANSFERRED ALL THE FITTINGS TO THE NEW ONE ATTACHED ALL HOSED TO THE VALVE THEN PUSHED CYLINDER BACK IN THE BOOM AND LINED THE HOLE UP FOR THE BOOM PIN INSTALLED THE BO",1,5.3,5.3,100.43,0,0,0,62.79,954.59,0,"2022-12-12T14:05:40.285Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T000","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","LP SSL","270T NA","3107240","8","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004003848 -GENEVA IMPLEMENT CO.","USA","ADRIAN GRUNTORAD","0300 -Claim posted FI/CO (OC)","NON","7213/0006 -3 WAY HW090 MALE HSG","PARKINSON HARNESS TECH LTD","U -UNCONNECTED/OPEN CIRCUIT","C -ELECTRICS","9 -WIRING","16 -HARNESS CAB","FEB 2022","10/02/2022","29/03/2022","05/12/2022","08/12/2022","2022-12-08T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363528","301324054","JCB","SL320/40635U2517321","Skid steer would not come out of park Connector at left hand arm had a pin pushed back and tab broken Service call to machine to see why it will not come out of park.  Checked fault codes, code for safety latch short.  Diagnose code.  Looked for bad fuses, found park fuse was blown.  Installed new fuse and tested park brake and fuse blew right away.  Removed right side armrest cover and inspect wiring and arm switch and all looked good.  Checked harness to left arm and found harness for the left arm safety switch had one pin not correctly seated and getting a bad connection.  Take connector a",1,3.5,3.5,0.36,268.84,36.23,8.13,0.5,308.83,313.85,"2022-12-12T14:05:40.285Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T000","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","TELESCOPIC LP","3TS-8T NA","3165999","10","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004019647 -J&S JCB","USA","OAKLY FARMS","0239 -Error in rule engine OC","NON","728/G5767 -CM2723 ECU","PARKER HANNIFIN CANADA (CAD)","I -INOPERATIVE","C -ELECTRICS","0 -SOFTWARE","00 -MISC","JUN 2022","23/06/2022","31/08/2022","22/09/2022","10/12/2022","2022-12-11T00:00:00.000Z","#","201364258","#","JCB","SL320/40635U1224822","Error code for left joystick. Went through electrical connections on left hand joystick.  Found no bad connection, swapped joystick with another new skid, nothing changed.  Went in software and found things needed to be updated they were not the same on the other new unit. Updated the ECUS and now looks like software matches the other skid and no error codes.",0,1.5,1.5,0,0,0,0,0,115.22,0,"2022-12-12T14:05:40.286Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T001","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","TELESCOPIC LP","3TS-8T NA","3107174","30","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004003396 -HOOBER INC","USA","U BIFULCO & SONS FARMS INC","0239 -Error in rule engine OC","PWR","320/09705 -BLANK ECU 12V DCM3.3+ T4 56KW","BORGWARNER FRANCE SAS (FRANCE)","I -INOPERATIVE","K -ENGINE","0 -ENGINE","01 -ENGINE","FEB 2022","02/02/2022","30/11/2022","11/10/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201364191","#","JCB","SL320/40635U3048221","Unit will not start and the check engine light is on. Found that the power hold relay was not getting signal from the ECM. Bypassed wire to test for any other faults. Replaced ECM with a used one from JCB. Replaced ECM with new one and programmed all components. Had trouble programming and had to start a tech web. Checked for proper operation and all checks good at this time.",0,30.4,30.4,173.65,0,0,0,60.36,2862.75,0,"2022-12-12T14:05:40.288Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T002","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","LP SSL","270T NA","3166289","35","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004025159 -MILLIKAN TRACTOR LLC","USA","AUGUSTA CONSTRUCTION CONSULTANTS","0239 -Error in rule engine OC","NON","336/F4723 -ECU HARDWARE BOSCH RC4-5-30","BOSCH REXROTH CORP. (FOUNTAIN INN)","1 -FIELD MOD/SPEC CHANGE","C -ELECTRICS","0 -SOFTWARE","04 -UPGRADE","AUG 2022","30/08/2022","07/10/2022","01/12/2022","10/12/2022","2022-12-11T00:00:00.000Z","#","201364265","#","JCB","SL320/40635U1189922","CUSTOMER STATES THE MACHINE HAS CODE U1065 ON THE DISPLAY. SOFTWARE MALFUNCTION. SEARCHED FOR CODE U1065 IN HELP FILES AND DID NOT FIND IT. SEARCHED BULLETINS AND PAST TECHWEB CALLS. FOUND CALL ID2234705 REFERRING TO SOFTWARE MALFUNCTION. UPDATED SOFTWARE IN CHASSIS, LOADER, AND TRANSMISSION ECU<(>&<)>#39;S. RAN MACHINE NO CODES ACTIVE AND MACHINE RUNNING AS IT SHOULD AT THIS TIME.",0,2.5,2.5,0,0,0,0,0,228.26,0,"2022-12-12T14:05:40.289Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T002","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","SP SSL","215T NA","3106677","200","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004003354 -SIEVERS EQUIPMENT CO","USA","COLMAN'S TREE FARM","0300 -Claim posted FI/CO (OC)","NON","333/X0015 -TUBE ASSY - 1A V/L SP T4","Leading Edge Hydraulics","L -LEAKING","E -HYDRAULICS","7 -PIPES - HYDRAULIC","00 -MISC.","APR 2022","28/04/2022","30/09/2022","09/11/2022","08/12/2022","2022-12-08T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363475","301324455","#","000000004931501170","Leaking hydraulic oil Bad hydraulic line, leaking or cracked at fitting Removed metal line from machine. Had to make temporary hose repair to line due to location of machine and availability of line. Installed hose. Topped off hydraulic oil. No leak found.",0,0,0,0,0,0,688.05,0,341.05,347,"2022-12-12T14:05:40.289Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T002","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","TELESCOPIC LP","3TS-8T NA","3165995","29","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004000167 -LOW COUNTRY JCB","USA","CHAMBLISS STEEL BUILDINGS LLC","0300 -Claim posted FI/CO (OC)","NON","333/P3473 -ABI-COOLANT OVERFLOW BOTTLE","FLAMBEAU INC.","L -LEAKING","L -ENGINE ANCILLIARIES","4 -COOLING SYSTEM","20 -TOP HOSE","AUG 2022","22/08/2022","28/10/2022","30/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363536","301324471","JCB","SL320/40635U0607022","Customer advises there appears to be a coolant or hydraulic leak in engine compartment of machine. Requests tech to come to machine location to check <(>&<)> advise Tech dispatched to machine location and began to run diagnostics. Found the small coolant tube going into the top of the overflow tank would not stay seated. I also found the coolant linme @ the bottom of the tank to I trimmed the ends of the lines, seated the lines and secured with worm drive clamps. Topped off coolant, tested, and returned the machine to the customer.",0,2.5,2.5,0,192.03,36.23,8.13,0,228.26,236.16,"2022-12-12T14:05:40.289Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T002","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","TELESCOPIC LP","3TS-8T NA","3166297","26","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004016052 -RON'S EQUIPMENT COMPANY, INC","USA","EL PASO COUNTY","0239 -Error in rule engine OC","NON","332/A0619 -DOOR STRIKER M12","D LA PORTE  NA, LLC","M -MISALIGNED/ASSY/LOOSE","B -BODYWORK","9 -CAB MISC","30 -DOOR","AUG 2022","31/08/2022","26/10/2022","29/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201364136","#","JCB","SL320/40635U1438522","DOOR LATCH DOOR NOT STAYING SHUT. WILL NOT CLOSE. DOOR STRIKER NOT ADJUSTED CORRECTLY. ADJUST STRIKER FOR DOOR LATCH AND MOVE UP TO LINE UP WITH THE LATCH ASSEMBLY. LATCH ASSEMBLY IS WORKING CORRECTLY. DRIVE TIME INCLUDED IN LABOR",0,2,2,0,0,0,0,0,153.62,0,"2022-12-12T14:05:40.289Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T002","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","TELESCOPIC LP","3TS-8T NA","3166297","26","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004016052 -RON'S EQUIPMENT COMPANY, INC","USA","EL PASO COUNTY","0300 -Claim posted FI/CO (OC)","NON","332/A0619 -DOOR STRIKER M12","D LA PORTE  NA, LLC","M -MISALIGNED/ASSY/LOOSE","B -BODYWORK","9 -CAB MISC","34 -DOOR HANDLE","AUG 2022","31/08/2022","26/10/2022","29/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363582","301324475","JCB","SL320/40635U1438522","DOOR NOT STAYING SHUT  WILL NOT CLOSE. DOOR STRIKER NOT ADJUSTED CORRECTLY  ADJUST STRIKER FOR DOOR LATCH AND MOVE UP TO LINE UP WITH THE LATCH ASSEMBLY. LATCH ASSEMBLY IS WORKING CORRECTLY.",0,4,2,0,153.62,36.23,8.13,0,189.85,197.75,"2022-12-12T14:05:40.289Z","12/12/2022","50","Yes",0,"No","Open","No"
"USA","T002","2510 -JCB USA Manufacturing Inc.","SSL -Skid Steer Loaders","TELESCOPIC LP","3TS-8T NA","3166297","26","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004016052 -RON'S EQUIPMENT COMPANY, INC","USA","EL PASO COUNTY","0300 -Claim posted FI/CO (OC)","NON","728/C3879 -ECU I/O MODULE 7 IN 12 OUT NGC (P713)","CARLING TECHNOLOGIES LTD","D -DIMENSION/MANUFACTURE","C -ELECTRICS","0 -SOFTWARE","03 -TRANSMISSION","AUG 2022","31/08/2022","26/10/2022","29/11/2022","08/12/2022","2022-12-08T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363484","301324029","JCB","SL320/40635U1438522","SOFTWARE CUSTOMER KEEPS GETTING CODES U1065 AND U1066 UPON STARTUP OF MACHINE UPDATED THE TRANSMISSION, LOADER, AND CHASSIS ECU’S ACCORDING TO TECH WEB CALL ID: 2244573",0,1.5,1.5,0,115.22,0,8.13,0,115.22,123.35,"2022-12-12T14:05:40.289Z","12/12/2022","50","Yes",0,"No","Open","No"
